358,358,unchanged,Aurora Village TC to Downtown Seattle,http://metro.kingcounty.gov/schedules/358/map.html,http://metro.kingcounty.gov/schedules/358/
372EX,372,reduced,Woodinville P&R to University District,http://metro.kingcounty.gov/schedules/372/map.html,http://metro.kingcounty.gov/schedules/372/
373EX,373,reduced,Aurora Village TC to University District,http://metro.kingcounty.gov/schedules/373/map.html,http://metro.kingcounty.gov/schedules/373/
601EX,601,deleted,Downtown Seattle to Group Health / Riverton,http://metro.kingcounty.gov/schedules/601/map.html,http://metro.kingcounty.gov/schedules/601/
A Line,671,unchanged,(RapidRide) Federal Way TC to Tukwila Intl Blvd Link Station,http://metro.kingcounty.gov/schedules/671/map.html,http://metro.kingcounty.gov/schedules/671/
B Line,672,unchanged,(RapidRide) Bellevue TC to Redmond TC,http://metro.kingcounty.gov/schedules/672/map.html,http://metro.kingcounty.gov/schedules/672/
C Line,673,unchanged,(RapidRide) Westwood Village to Fauntleroy Ferry to Alaska Junction to Downtown Seattle,http://metro.kingcounty.gov/schedules/673/map.html,http://metro.kingcounty.gov/schedules/673/
D Line,674,unchanged,(RapidRide) Blue Ridge & Crown Hill to Ballard to Seattle Center West to Downtown Seattle,http://metro.kingcounty.gov/schedules/674/map.html,http://metro.kingcounty.gov/schedules/674/
773,773,unchanged,(DART) Seacrest Park to West Seattle Junction,http://metro.kingcounty.gov/schedules/773/map.html,http://metro.kingcounty.gov/schedules/773/
775,775,unchanged,(DART) Seacrest Park to Admiral District,http://metro.kingcounty.gov/schedules/775/map.html,http://metro.kingcounty.gov/schedules/775/
901DART,901,reduced,(DART) Mirror Lake to Federal Way TC,http://metro.kingcounty.gov/schedules/901/map.html,http://metro.kingcounty.gov/schedules/901/
903DART,903,reduced,(DART) Twin Lakes to Federal Way TC,http://metro.kingcounty.gov/schedules/903/map.html,http://metro.kingcounty.gov/schedules/903/
907DART,907,deleted,(DART) Enumclaw to Renton TC to Downtown Seattle,http://metro.kingcounty.gov/schedules/907/map.html,http://metro.kingcounty.gov/schedules/907/
908DART,908,reduced,(DART) Renton Highlands to Renton TC,http://metro.kingcounty.gov/schedules/908/map.html,http://metro.kingcounty.gov/schedules/908/
909DART,909,reduced,(DART) Kennydale to Renton TC,http://metro.kingcounty.gov/schedules/909/map.html,http://metro.kingcounty.gov/schedules/909/
910DART,910,deleted,(DART) North Auburn to SuperMall,http://metro.kingcounty.gov/schedules/910/map.html,http://metro.kingcounty.gov/schedules/910/
913DART,913,deleted,(DART) Kent Rail Station to Riverview,http://metro.kingcounty.gov/schedules/913/map.html,http://metro.kingcounty.gov/schedules/913/
914DART,914,deleted,(DART) Downtown Kent to Kent East Hill,http://metro.kingcounty.gov/schedules/914/map.html,http://metro.kingcounty.gov/schedules/914/
915DART,915,unchanged,(DART) Enumclaw to Auburn Station,http://metro.kingcounty.gov/schedules/915/map.html,http://metro.kingcounty.gov/schedules/915/
916DART,916,unchanged,(DART) Downtown Kent to Kent East Hill,http://metro.kingcounty.gov/schedules/916/map.html,http://metro.kingcounty.gov/schedules/916/
917DART,917,unchanged,"(DART) Pacific, Algona to Auburn Station",http://metro.kingcounty.gov/schedules/917/map.html,http://metro.kingcounty.gov/schedules/917/
919DART,919,deleted,(DART) Southeast Auburn to Auburn Park & Ride,http://metro.kingcounty.gov/schedules/919/map.html,http://metro.kingcounty.gov/schedules/919/
927DART,927,deleted,(DART) Downtown Issaquah to Lake Sammamish Plateau,http://metro.kingcounty.gov/schedules/927/map.html,http://metro.kingcounty.gov/schedules/927/
930DART,930,deleted,(DART) Kingsgate P&R to Redmond Town Center,http://metro.kingcounty.gov/schedules/930/map.html,http://metro.kingcounty.gov/schedules/930/
931DART,931,reduced,(DART) UW /CCC Campus to Redmond TC,http://metro.kingcounty.gov/schedules/931/map.html,http://metro.kingcounty.gov/schedules/931/
935DART,935,deleted,(DART) Totem Lake to Kenmore,http://metro.kingcounty.gov/schedules/935/map.html,http://metro.kingcounty.gov/schedules/935/
